12
Landreau 47.23241 -1.516079
Cousteau 47.240043 -1.512399
Perray 47.245229 -1.509943
ZI1Garde 47.252978 -1.505651
ZI2Tertre 47.262416 -1.500158
ZI3Giraudière 47.274675 -1.493163
Lycée 47.276644 -1.491907
Villages 47.282933 -1.486125
Gare 47.295268 -1.485513
Centre 47.297251 -1.492025
Fleuriaye 47.299027 -1.499150
Nord 47.304760 -1.502969
